CountryName,"CountryCode","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
Kiribati,"KIR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","122452273.368609","119648042.416154","134100600.880511","162140879.515484","235595162.686403","248186357.407439","181751256.176135","173367743.995347","175204737.063725","154907278.39193","129335599.484304","125060042.476558","133611156.49205","132542267.240113","138955602.751732","129335599.484304","128266710.232368","116508928.461067","127197820.980431","122922263.972686","121853374.720749","121853374.720749","122922263.972686","123991153.224622","126128931.728495","126128931.728495","128266710.232368","130404488.73624","138955602.751732","136817824.247859","145368938.26335","143231159.759477","148655986.490905","151638508.170583","149167770.664732","156554009.173463","156476835.369473","159661056.450992","156321846.427942","157576722.409716","156120895.248578","158610338.316338","166086149.744381","173086305.455313","171878460.600625","189763115.564024","199497489.981409","200152719.092846","204157847.119852","",
St. Kitts and Nevis,"KNA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","188995168.750023","196382003.668122","211301726.518931","229136652.829305","232680194.857474","233958018.532356","236733432.328535","257723438.024554","279757105.317793","310131322.94089","330442429.313265","360929307.521363","380705602.088641","399274633.585302","391831294.870396","408557995.369795","436348675.096625","459480175.504533","484214485.092648","512507279.092659","547478823.733593","544816643.981466","562356399.701272","620881914.198834","655137556.573339","671317471.322044","648195626.132619","674498758.531883","739892995.458026","761480862.447004","761091306.56529","810469810.369015","783169315.356531","760170370.37037","774069593.777219","756823227.96304","797568249.959962","847693853.113836","856456500.287898","880663205.826037","863249482.891492","888490369.609332","",
Korea, Rep.,"KOR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","23618995883.4352","25244515644.0706","26213668655.8927","28622797585.9405","31330353675.1088","33581013458.6323","37605195573.5899","41033647878.4424","46445386532.3715","53199182396.0846","58517673375.3668","64635516637.9628","69257418077.4197","79526599374.9464","87050510310.442","93895737335.6595","106210312431.61","119250454777.04","132099084736.878","143493466175.228","141052245512.996","151180517291.042","163675619193.105","185349648504.707","204705547544.636","220569502820.353","245326414436.608","275911911222.678","308758447867.37","330463271401.768","362885781978.632","400458799319.413","425189155243.538","454300767866.055","496124339459.596","543606435992.564","584890676184.042","619528986792.219","585633197556.184","651860239208.83","710035024103.399","742166287073.087","797327303663.042","820714650870.499","860928359316.68","894708410715.351","941019894278.935","992431541242.201","1020509644387.28","1027729851625.48","1094499338702.72","1134795395744.69","1160809420956.16","1194428840692.66","1234340056450.31","1268781059130.96","1305947523530.33","1345945672416.94","1381859694254.89","",
Kuwait,"KWT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44061298473.5503","59037939622.6155","64018478075.1211","67128682177.2872","67534895943.3182","69205253574.933","71739588094.8528","70456160074.9627","73763782274.9477","73921144452.1982","76149337055.1291","89342986741.1026","98491974877.8786","108941032798.325","117127704117.237","124145498953.245","127224005582.694","118221563154.222","115419050942.08","126532100488.486","134916608513.608","136466852756.455","137150732728.542","137963712491.277","142000697836.706","135309141660.851","136995115143.057","",
Latin America & Caribbean (excluding high income),"LAC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","740022018247.751","788883919896.922","827194709262.996","846365647785.76","911504959714.91","960215669674.737","996259885464.036","1040987969072.51","1126871243756","1197566601594.74","1279561082804.56","1364987550439.94","1468594733104.36","1604092410547.11","1711156083971.42","1785049191983.72","1896828376679.74","1986220115505.82","2059569658193.49","2194019802717.49","2326006189852.79","2330075366424.61","2327921185423.7","2272578073118.09","2359273669771.4","2446269303716.3","2555492609720.59","2638414113054.09","2660159040841.38","2688103374070.69","2696573161198.06","2787703227807.76","2847906507656.89","2951996265485.34","3086810361886.65","3124017119316.83","3230092042621.04","3392099961425.9","3460066323226.91","3459476783660.08","3590358591541.17","3614679759943.47","3621145063498.04","3673415167351.57","3903322464165.96","4071678906331.02","4289903917044.61","4533905388395.92","4717093038431.86","4626493632207.55","4904594232667.31","5120776892873.39","5258906034010.1","5402497072992.61","5454617138789.46","5451008376022.32","5425296961293.97","5526485289240.1","5612044613108.85","",
Lao PDR,"LAO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","1516865496.45084","1593770030.2609","1671627820.11139","1647793878.0009","1614669908.16358","1843801847.5978","1967420993.30949","2051952488.37673","2166038128.19252","2294106357.55325","2481282920.37532","2655748233.09473","2839747068.00933","3034897078.44882","3155309900.49614","3385848708.09639","3582186704.57195","3788213052.16281","4012427672.83985","4255861752.18768","4526436482.44702","4848156050.11908","5266031526.29351","5666082925.92663","6109448405.32914","6567765473.09865","7127792629.58294","7700771122.88344","8318842593.38626","8986537875.29121","9670589852.94697","10373648102.7012","11102172422.625","11867393084.3947","12608863058.2475","",
Lebanon,"LBN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11572724009.7998","6659973259.70255","8427074626.86567","12594042171.675","14664294362.3881","16243003871.3101","17559538639.602","18691929153.9635","20801488262.6202","21020937030.3814","21791506518.6733","21676973708.7894","21967850866.932","22811343687.7612","23592210159.801","24353553965.3731","25886311965.0415","26597769824.2123","27050313320.796","29577064026.0033","32312600017.3798","35561463072.8358","38419626533.9967","38772202985.0746","39826865671.6418","40869995356.5506","41640102819.2371","41812922056.3847","42484238805.9701","42718749585.4063","42804183084.5771","",
Liberia,"LBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1749841725.75929","1800941880.67289","1868711652.88445","1305386047.41229","1339585173.56869","1410331507.46203","1523777251.70187","1669073677.23425","1788340491.35975","1883132183.29988","1998000000","2161851301.49241","2334665710.09338","2537875668.74673","2555669829.48595","2555669829.48595","2514789741.8834","2576870497.6872","2608374061.79089","",
Libya,"LBY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46322057225.7385","48026344512.6129","47179698570.1011","46727316322.5252","52809344317.7121","55165501857.1698","61714049045.1692","65725799949.0192","69900911108.9382","71765417108.4958","71198368527.333","74773444900.5368","28357141373.22","63275999127.2361","54670463262.268","41549552060.4744","37867414401.9124","36808842612.8967","46627921659.646","50334718705.9389","",
St. Lucia,"LCA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","381239742.522459","420552958.731849","436503415.493594","426810734.524202","453743572.477648","463210215.690625","486210381.507733","521536354.801657","564760062.648497","646096915.856915","671448023.333739","764777041.426453","833461699.672625","915896908.748157","919337720.168625","992453358.444568","998241349.352225","1014198841.57843","1031929302.24368","1062088353.17551","1054716071.7233","1121020502.69732","1150958530.95273","1151519605.10301","1112275077.4369","1116907152.09169","1164538897.3401","1249170701.148","1244045303.87945","1321117097.12092","1348435413.67314","1415547903.55213","1394965323.14404","1399203481.48148","1457121773.03259","1452930061.80198","1424242439.689","1443310896.16611","1446691831.53007","1492209564.95892","1530261173.94164","1543377586.77723","",
Latin America & Caribbean,"LCN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","809219919199.023","862161288952.455","903479622310.91","926847759621.722","995461012382.821","1047237782990.91","1090262357115.5","1138225523677.81","1228341808509.94","1305138976894.53","1391216005866.34","1483757317636.23","1589850265084.21","1726512011847.34","1836351537510.55","1904795792612.36","2022288940582.54","2120092046428.77","2203176070333.36","2348980812582.93","2491404277351.03","2500907685166.2","2489946855840.01","2427191564896.23","2519726748920.22","2611626884533","2728978644163.61","2820736843672.44","2849854627320.78","2888582277881.99","2898602487188.05","2999210777274.96","3075040813210.04","3190243877690.02","3336417696709.83","3387071521586.9","3506257008513.9","3686201758771.88","3768407094844.11","3773511464704.15","3916495822893.59","3951023983674.56","3962530856228.94","4024290179991.48","4279249570940.69","4461193797596.24","4696199054133.92","4955239860706.64","5149405296927.11","5052513709017.27","5347667372985.87","5582291910929.74","5737717095229.72","5895727538072.25","5954745129766.08","5959974349474.71","5939893176090.04","6045058713608.09","6140242610894.76","",
Least developed countries: UN classification,"LDC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","212707084215.178","218299326127.534","221331267753.356","225675181687.385","231139125898.737","235363960692.261","243309445512.27","252902919499.6","259447126927.082","265429542447.323","266663931403.588","271165728997.39","271805956189.051","269147816704.895","271270489708.834","287514061637.485","304400678735.06","319107954367.106","331676491055.236","345452297915.232","359965905223.234","379096691050.184","399213769902.679","420782537780.341","448927183283.793","484935173226.207","521604116496.544","565357795749.129","605692191584.467","633989374397.8","673825155215.825","699095283188.953","733691684218.713","776537037946.148","820101051235.851","852741003236.37","885457813112.896","928503187514.433","967820909084.158","",
Low income,"LIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","167411500511.613","171833414200.766","178747356300.868","180403784385.159","181483276025.297","181558822896.22","175556453365.469","174557918673.592","175052960595.053","182483815673.336","190945060620.831","197710600966.45","204072590114.549","211300582691.732","216984243981.875","227733697159.499","236128166907.348","247070477432.85","262328773726.952","279081027547.203","294712202099.544","313501270372.314","332395131115.31","349614282870.281","373843461110.246","386896262316.15","400407806945.942","424771821452.839","449357357922.281","462383994420.261","478160092939.965","501501800737.31","526394722589.529","",
Liechtenstein,"LIE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5082366478.08994","","","","","","","","","",
Sri Lanka,"LKA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","5924493033.6224","6150691336.3611","6305488774.10681","6551808521.19243","6718024859.08101","7055524282.44819","7509831213.94651","7945483594.4363","8558622234.66535","8887840752.74573","9003996423.69223","8967036826.48143","9599876387.93644","9969071394.40806","10579799952.4149","10932647568.4393","11490277126.3111","12139918648.8814","12917305250.2374","13672454340.2706","14451719261.935","15050236593.7356","15774753624.4919","16579131431.3762","17407989584.1069","18166202737.7482","18479680674.3397","18936624973.3944","19372035059.1412","20611844393.7849","21559986606.7599","22508624131.3587","24061733433.5711","25409170950.2098","26806697009.2292","27825342704.3855","29607667121.8641","30998760577.3696","32331874829.8538","34271798040.9412","33742158886.2994","35079926055.4816","37163768055.402","39187357999.1951","41633334150.8608","44825899741.2981","47872638202.9726","50721102373.424","52516077578.7272","56725749221.9043","61493396998.1736","67116705113.4529","69395808982.4834","72838327289.2906","76485840044.3994","79917480155.1327","82650513476.8207","85302876832.2506","",
Lower middle income,"LMC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","529280232916.693","548774980688.169","567709009415.549","596159680166.285","632915029417.167","643652692928.578","650191821163.307","662002848679.869","692740112406.529","746376636297.617","808848204069.558","849708838868.205","869303400574.677","911862994892.471","960243504778.586","1000364766112.88","1057482238947.48","1125696162372.51","1169952884071.27","1189825132345.31","1258323773667.82","1293925120056.97","1322098017227.05","1359900772292.34","1404459501200.95","1455010685068.97","1516535786816.28","1577276841876.17","1673594206693.69","1756107257278.26","1823801736486.01","1849234270152.34","1902112561868.16","1931910215720.2","1985707809120.8","2082204516872.52","2207012188688.7","2292030095787.17","2305567742488.83","2410535834113.66","2514642102345.95","2627146978315.73","2749875350665.9","2917577129674.83","3120877690384.38","3326177597585.3","3556678971469.75","3806640955365.84","3982442987190.21","4179979620616.11","4466115235724.83","4688843511911.12","4931535541436.01","5210291435953.54","5506372400606.33","5813640268893.36","6137316876775.75","6479014489931.47","6834567729361.83","",
Low & middle income,"LMY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2242630157819.58","2293572444106.63","2384187121362.29","2497970430236.94","2687983851780.27","2837799829807.29","2962184540529.46","3072356745113.09","3275813502735.72","3528226031058.81","3811187155980.28","4054770503810","4313862287755.29","4633452987892.3","4913685790113.13","5111824595048.56","5454201165799.63","5683663966474.92","5845770212929.37","6083229240152.26","6315995679003.62","6422037833858.54","6591464848552.17","6666172169468.35","6954908337274.77","7254179747695.74","7551822090351.97","7900010895195.08","8198636032029.58","8425092257316.35","8603477980520.81","8697905467488.58","8760429369083.87","8995257336366.57","9208383527939.79","9536814054911.98","9996204630216","10478092594721.4","10685869859458.8","11026455798855.3","11640183285542.5","12039194265707.7","12558274697073.4","13233826356959.2","14255747471732.1","15253500089946.7","16456637146390.6","17845314458824","18843683529524.7","19277160940801.2","20696279975883.6","21924035141522.2","23041885918389.5","24224334844231.6","25296213592788.5","26279262481041.9","27399339898574.5","28734845178236.4","30053989385985.1","",
Lesotho,"LSO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","219098954.038113","223184700.74195","257402964.659919","284726469.527283","308219586.8598","314858962.146264","313582141.706162","347800417.921708","346523572.886454","351886152.327968","359546964.290391","377933181.087363","377167078.985242","476757597.604002","529106005.890536","457605278.704906","508166677.009136","618992925.277988","732373084.97372","753567367.204097","732883606.550481","737974495.641863","770867523.562384","786178227.239597","829692388.846397","851349428.867725","891233923.977784","897737509.428274","974960163.528428","1031461487.87979","1093818217.03734","1170020234.75212","1251411112.35129","1295332720.07041","1372791973.31029","1417969713.52204","1497333985.44437","1552789300.77161","1576665853.02462","1584171178.2607","1645566473.89215","1704174676.36491","1716510105.519","1794779135.27414","1825153514.42176","1888415570.70597","1968297340.58631","2063424437.24244","2202489620.48615","2249938038.09292","2394600945.38102","2553363775.11022","2704010147.23901","2762301070.00557","2840123087.84205","2917302749.12304","3011197694.81213","2942625485.91364","2976000396.10297","",
Late-demographic dividend,"LTE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1036105129381.63","1031299167047.18","1064203600223.87","1103686709164.17","1176568497894.8","1249647794557.37","1331141833820.89","1366290735280.42","1458905355327.05","1603097618664.48","1762483063527.29","1913110987604.77","2070628741597.05","2271166800296.98","2416988045101.25","2532000470547.49","2711866733726.64","2884940790418.98","3038917716097.99","3265777879157.83","3538611808752.61","3534453449400.88","3594643136999.99","3615353028892.69","3875338308189.03","4156710219581.87","4404174809740.3","4664815232447.13","4874609553579.93","5090036181895.2","5100750347664.38","5122543123276.5","5085108666149.1","5255116260047.17","5431463025021.38","5701929530625.9","5949081740015.61","6247362586461.84","6377663965011.67","6641128029279.58","7091358879777.6","7424330931821.16","7835169359161.63","8327526939754.56","8984139168056.97","9630426245862.05","10471391096053.9","11478192168034.7","12225757154549.6","12548809371840.6","13505549757437","14410398050108.2","15185367049380.3","15975204281923.6","16708383986638.1","17355363457809.1","18010917050970.7","18863096109032","19776742064742.3","",
Lithuania,"LTU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19295671168.8043","20289390298.4451","21972035872.2772","23612726357.0798","23344806270.6508","24239301578.3055","25820778008.5936","27566456133.7816","30471565019.0262","32467477837.6768","34976372285.5775","37566877786.5619","41731900349.6702","42828647225.5468","36483941547.0501","37024718364.5516","39255693897.4414","40760483496.752","42210914581.3568","43691661315.357","44579977485.7461","45719414769.3006","47661382003.1623","49398523336.8474","",
Luxembourg,"LUX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","8504063007.69851","8829767185.55554","8949735260.70244","9257526370.3951","9985707547.56564","9912319227.15338","10021939973.1166","10043660604.9558","10463874551.6469","11507421896.0509","12026066085.1998","12346829677.7223","13161497281.4374","14255570084.3165","14856081313.4859","13879833146.8051","14231594161.4431","14454998349.8982","15044035450.4908","15396909622.4624","15526379605.979","15440837003.4853","15615518626.3429","16082278579.1596","17077279319.5283","17554026836.0027","19306609391.4916","20069409256.7301","21767940151.6108","23900776333.7775","25172281328.5398","27348221298.966","27845863978.5377","29015570717.472","30124232793.7607","30555672110.1182","30979915764.5662","32748781293.0235","34728331011.8374","37673641690.5381","40777874095.9159","41810359729.4492","43407293733.0466","44114523107.3278","45708017663.1941","47158078369.7932","49600152791.5916","53744023982.1195","53056323200.4439","50743806608.9165","53212476812.2957","54563666585.415","54371319168.6253","56358248485.851","58779842013.8317","61311156256.0234","64115896583.4875","65270740381.6428","67301206244.2635","",
Latvia,"LVA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13005394017.0101","12771454493.6195","13096622863.1021","14267362525.458","15175503532.5077","15604635442.776","16477745723.719","17518984679.3485","18765629860.4927","20348770426.704","22046134452.6867","24414634892.6901","27317070295","30051741623.6374","29046100035.1812","24910473693.6112","23796118300.8371","25291732561.7948","26337351374.1937","26950486037.0632","27466639152.454","28362195618.765","28865286960.8795","29958505945.1773","31342821682.5253","",
Macao SAR, China,"MAC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","4132227737.15885","4546442280.02797","4931076229.89187","4967124882.59212","5299669391.71211","6057208543.19293","6530325549.68471","6858471778.21209","7405755869.20677","7676724450.03016","8697642992.29222","9148768595.82093","9537800826.27744","9852234768.25137","9810925426.99917","9783500853.89228","9336342326.97653","9116083334.16209","9639996169.45876","9918467699.52839","10805885489.6852","12065087351.1118","15293166583.7027","16525720039.1859","18725981465.84","21431441475.0733","22158796347.9773","22451583850.1719","28123640998.7253","34218795492.1291","37379693144.6877","41566252583.2847","41067004615.6251","32198777328.9762","31967479514.2822","35128290926.0449","37040163131.0971","",
St. Martin (French part),"MAF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
Morocco,"MAR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","11947014184.2009","13145161283.9847","14445446369.6065","15653398481.5429","16391215216.3929","17308614101.4968","17730466108.6526","18361548509.4074","19389069934.5818","20854538798.9137","23109494479.5687","24509737499.8931","25056957435.6219","26258134655.157","27214499196.1996","26740032111.0679","29135236266.2304","29539216588.5393","31435157625.4702","33323672523.7555","36413145449.7067","36294801242.8977","40604894538.531","41760592095.0181","43185385081.897","46301680542.2391","45330392242.2896","44994679123.3821","49758715929.222","47069034480.2997","52892827880.8586","52067328269.9329","55836249260.847","56440024805.3577","57519650790.1246","61730070507.7354","63656943581.251","67451637210.908","70687304633.4949","73014076004.5985","78544623310.6445","81318500633.8362","86135221236.4504","89790590993.4885","93216746661.5977","98106615021.8513","101059586129.684","105643067055.469","108463202314.752","113383503344.942","114585205650.442","119437717293.904","123009160840.189","",
Monaco,"MCO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","2012801424.91301","2118031891.57715","2216484571.66123","2361747595.70955","2467426614.61261","2443427498.22816","2551222449.00998","2641873405.61741","2746321226.02519","2843381846.15252","2891305836.84082","2917974616.46841","2988951123.82566","3024668293.17207","3069569966.85538","3122019699.1778","3198583007.65771","3278054174.92082","3428798822.51809","3571562323.88109","3665974937.16208","3703189271.52318","3753798543.04636","3719491920.5298","3801901854.30464","3882393907.28477","3925516821.19205","4013340397.351","4153938410.59603","4291040927.15232","4458830463.57616","4556377748.34437","4603148741.72186","4653209668.87417","4768166490.06623","4858543046.35762","5140529801.3245","5882251655.62914","5921476509.22788","5252349663.68513","5362649006.62252","5738034437.08609","5795414781.45695","6351774600.47682","6809102371.71115","7142748387.92499","7392744581.50237","7141391265.7313","7577016132.9409","",
Moldova,"MDA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4794228831.65163","4512469116.84191","4586792393.87907","4286715627.77088","4142328134.48502","4229636649.3175","4487644502.38846","4837680757.48654","5156967689.30775","5538583282.32532","5953977036.18003","6239767924.99135","6426960977.69747","6928263943.25509","6512568086.61014","6974960426.21652","7380775230.46427","7337248279.52188","8000819147.40189","8400830148.43798","8372415575.71052","8741545896.12107","9151593756.55574","9462747944.27859","",
Madagascar,"MDG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4175487769.28291","4261028179.24436","4357799099.19955","4317297643.61069","4488371376.45169","4468072543.48796","4560318242.72529","4812438428.80392","5141069555.24957","5332380175.20159","5613740846.22808","5834325216.00431","5760076337.12575","5609249986.46424","5721820867.77385","5793840948.37704","5616036174.25614","5748799289.57001","5595777407.17271","6147221701.66997","6196754220.24086","5595744142.29637","5494450308.5425","5544016091.98971","5638523761.2371","5703698169.79652","5815439649.62811","5883950501.99907","6084205874.22166","6332374108.16565","6530579281.23396","6118530135.41578","6191105220.52179","6320905444.94269","6316379154.7591","6424529030.8819","6562586702.00447","6804975356.62054","7072569882.49531","7402089096.31383","7754433355.97779","8221081538.79522","7179159082.05758","7881632054.17371","8295969735.33219","8677824923.38867","9113677965.64031","9682424188.87229","10332369745.8705","9921274860.88473","9982711338.11813","10140281154.3249","10445620039.1662","10685908599.8464","11042732792.4702","11388624098.8954","11843388493.8583","12309225392.939","12871115967.7634","",
Maldives,"MDV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1168947333.3624","1260810777.05745","1366692920.09136","1469122222.37261","1559850154.51839","1619839033.86103","1555958505.24055","1669051580.27634","1898547004.09401","2013100660.81844","1748799599.44967","2205437293.20646","2375561798.74616","2600891737.91487","2412877397.49706","2588176054.6875","2809898200.59291","2880634126.68671","3090375228.51505","3316888181.04912","3412565430.30422","3628864086.68624","3875759879.52961","4142753892.57909","",
Middle East & North Africa,"MEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","449606565807.016","501679819467.524","596266435863.056","669438104054.008","778190291668.484","870667489028.813","957175420415.267","934135084796.987","1076050479344.16","1111380169926.19","1058566667990.09","1107501799930.71","1096547236650.44","1112561833229.54","1090909175209.18","1062376824329.18","1049842227567.44","1043427940573.98","1053458446645.93","1055507590209.4","1087794407104.23","1118420283851.97","1265089828540.75","1318460335113.67","1380953902699.95","1420396548205.91","1458512162483.75","1501853535929.31","1572803515474.58","1626017316045.22","1700230233880.4","1729602516321.31","1828816906539.22","1850774741329.36","1880273168545.11","1983354582524.28","2141808243912.56","2250326566273.66","2386123054010.15","2509554244223.33","2622469599840.94","2635491260489.96","2768647157542.02","2870495054378.79","2982268859197.02","3062534779178.91","3151267055812.06","3229637096962.23","3388503194508.42","3438713578677.5","3519102540973.85","",
Mexico,"MEX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","147593304899.903","154972970148.49","162201552099.831","175351048523.533","196227433882.394","210159581679.917","222971202539.928","236025998947.343","258267386911.913","267096567520.373","284464479176.938","295167363283.641","319456116855.129","344568945103.704","364474097749.844","385411257804.828","402436584808.525","416081759447.639","453349962679.757","497316613380.406","543235109451.549","589549198137.708","586478778503.066","566031654495.705","585337942177.667","598143340046.776","579726773526.627","589712215373.999","597279762230.826","621801138598.965","653984125355.572","681547952923.179","705682263949.997","719380656483.057","754925835085.174","707431708271.841","755347887959.662","807065442037.969","848741697521.206","872112260583.455","915216005402.792","911514962239.03","911151773828.818","924330515307.736","960569732547.578","982737828708.375","1026912659604.72","1050443805732.82","1062456519192.32","1006297786022.87","1057801295584.05","1096548640919.65","1136488480758.67","1151877579920.19","1184180145123.71","1223115888816.33","1258715245007.79","1285375870413.8","1312830960705.81","",
Marshall Islands,"MHL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","72197643.3579025","75685676.3871744","87423013.8243602","90802810.1645073","85121012.6040128","106011836.548024","115938523.901662","124969029.756429","122855042.637043","126142946.371005","126253811.828716","135269345.131978","143393954.47354","151822243.733798","164291750.369015","147364880.862424","137866225.610977","136736599.129794","135020348.688309","136848628.93654","146190013.59957","151659662.356196","149209043.649397","150625452.221123","154066926.149678","155096338.814835","159391140.494216","148627306.001046","150773196.526134","162164700","160938502.226246","157123714.064586","162964989.055642","161433174.679822","164002042.135851","166145000.873767","172884913.053747","179151563.710702","",
Middle income,"MIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2168438082601.34","2220914200634.95","2305103973896.48","2416413468354.32","2604590580239.16","2751710525049.88","2872356229253","2980909490657.64","3180401344414.94","3426720413348.57","3705849445327.61","3944396188821.96","4200662036003.56","4515405038603.49","4790241056388.42","4987432653628.74","5326585713448.89","5551962774043","5712384720665.99","5945513953035.14","6174670574851.83","6278694444790.8","6447038321411.39","6520084421107.88","6805158789633.35","7100519205069.98","7392625723902.02","7736027105158.75","8028142287805.98","8252592737824.06","8429166268397.37","8523047823217.32","8589528402975.16","8823883868678.08","9035570420957.9","9356983329396.47","9807947316623.7","10282508791995.5","10484657871361.3","10818312001216.3","11424791275172.4","11814029735904.1","12324429701202.8","12988727270186.6","13994598798397.7","14975284648027.7","16161282804456.5","17529615375526.7","18509302208447.5","18927499342049.9","20322073038326","21534862204929","22637759875863.4","23796467808458.2","24844858889095.7","25813917703155.9","26917239975721.5","28229219127951.6","29523656555177","",
North Macedonia,"MKD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7693258824.17647","7218525697.65263","6744615144.06165","6240841539.55727","6131117174.18218","6062771913.08115","6134622058.78804","6222959471.505","6433216821.47849","6712355895.07113","7017710078.96866","6802458901.68212","6904064881.54553","7057514742.02549","7387414384.86513","7736376122.17433","8133795710.16142","8660335906.47652","9134229607.6711","9101472903.22735","9407168702.4313","9627285730.14823","9583392749.46174","9863680783.27402","10221697015.4563","10615805818.6144","10918190832.9895","10944451376.2916","11236076339.9726","",
Mali,"MLI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","1944068679.30504","2016162720.4351","2020820044.61598","2144836858.6076","2199937632.21704","2328502348.91457","2294619943.28721","2259539194.64372","2522211736.30104","2865823701.8849","3047764737.91777","3003161422.32356","3315360389.90145","3171943208.35413","3219801623.77551","2982230716.74934","3036533373.70055","3027818184.15639","3642060605.84473","3740127490.2144","3734922568.38203","4010922927.40697","4178474744.85538","4073912797.44007","4552402157.86377","4405875697.20066","4545637483.9988","4717459583.09197","4760908442.4543","5096827925.44063","5342954986.49485","5747505780.22185","6075167846.2737","6071472019.62682","7005036095.98509","7222634110.29424","7881269147.98058","8004216841.12223","8527273414.25","8924830836.57373","9236630227.00142","9677529938.79202","10130347922.7255","10678749467.4697","11024767958.1827","10932581178.5301","11184422457.8225","11972181170.8491","12686032241.3252","13421822110.6944","14146600518.5282","14839783342.0634","",
Malta,"MLT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1133812143.7094","1161635821.29126","1229455919.39547","1280430863.05184","1408940076.89248","1684529895.26714","1971187856.2906","2211360731.80432","2458174201.24619","2716055680.76362","2907529762.69389","3003820230.67745","3072441071.19183","3053625745.72451","3082402227.23054","3162090945.24725","3284944186.66313","3419972292.19144","3707736842.10526","4010996553.09559","4263344027.57524","4530079809.09453","4742582791.99258","4955086040.03712","5235103141.98595","5567139201.90905","5777428741.87989","6081147023.73061","6392842370.40965","6694582924.56582","7147819170.09148","7191303195.01525","7405806708.20628","7594193291.79371","7627866896.46029","7916478854.56715","8061248839.98409","8382606390.03049","8663131380.0875","8449821026.11693","8749171417.20801","8863536451.93813","9110935965.30784","9531030208.90399","10360831742.7034","11481685171.3555","12133351045.0364","12949237121.739","13826201947.552","",
