CountryName,"CountryCode","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
Thailand,"THA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15639870223.4408","16478502946.2158","17723330987.9679","19141167476.8231","20448699889.0251","22121743302.8005","24582238292.991","26700239601.4404","28868905220.7469","30760009014.5344","34269095175.674","35946695468.7766","37484677724.0231","41321771650.0863","43167306675.462","45312896743.1013","49539145018.0144","54415512544.9501","60017995792.2658","63242022391.7338","66513874353.0164","70442760955.1213","74213103191.0383","78357313131.8955","82864762916.7493","86715687620.4119","91514384420.51","100225589275.963","113543679908.051","127385229004.66","141610545731.926","153729944877.996","166156532830.725","179866180005.37","194249907286.591","210023508389.764","221894822450.504","215784747525.622","199312314682.614","208425468395.577","217712232033.235","225210772012.182","239058711719.124","256245431314.356","272361445882.369","283767493631.796","297864826688.794","314054055752.496","319473585807.457","317266875218.097","341105009515.333","343970153353.698","368883177547.461","378796469984.955","382525395708.79","394513347463.568","407755144070.66","424163560843.584","441678233315.657","",
Tajikistan,"TJK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","6264750611.25262","6484016874.69623","6406208669.30888","7296671744.44941","6822388032.63606","6781453729.59189","6299970576.07993","4472979042.52389","3739410486.48836","2942916127.16488","2577514177.80157","2147069350.43807","2183154589.6903","2299142703.84067","2384200654.21761","2582669253.28037","2830110563.46783","3136834880.28728","3479644147.2596","3840496250.68256","4095670101.81338","4384351726.73187","4724583528.23963","5098323103.53507","5296791702.59782","5642178579.58438","6059735935.07541","6513378385.26898","6995373678.32111","7464481210.4014","7912968729.66586","8456824205.71518","9101022171.46939","9765396816.15014","",
Turkmenistan,"TKM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","9505676773.02965","10553546665.6782","10104459535.7441","13679877891.7139","13049883507.5037","11096839691.0073","11263292305.6718","9314758452.22201","8644092030.71642","9223245519.13359","8171795508.9546","8751993018.19032","10196071822.1891","10753701529.1433","11220825732.1485","11249683443.3515","11617416308.6071","12198334457.7675","13788269624.5549","15301298963.195","16993515438.4036","19491562207.8489","20680547524.915","22583157894.7368","25902882088.9745","28778101990.8921","31713468423.1438","34979955661.3867","37253652747.7258","39563379205.5788","42134998872.4689","44747368777.8587","",
Latin America & the Caribbean (IDA & IBRD countries),"TLA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","778035053044.204","828785201490.178","867853075884.089","889127106911.642","954925540816.231","1003686593896.68","1044070108233.22","1089422055531.54","1176288523684.56","1248957647988.47","1331403645727.32","1419884648440.14","1522360338790.02","1655156691783.74","1763944991737.2","1830776288720.22","1943945817360.57","2036382256479.71","2113786599506","2253988672083.45","2394968475311.23","2398563100637.11","2385026490106.39","2321300006888.07","2406528208008.85","2495494196830.39","2609527249327.05","2698505384416.52","2722029317349.06","2756913572178.34","2770242724574.11","2874232465863.79","2951964304518.64","3068822070048.89","3210984720238.2","3257038089332.22","3371188556124.91","3545394891376.74","3622273397678.33","3619906129042.68","3756708436808.73","3784018141439.63","3793755300021.71","3853767686917.08","4096831966867.33","4274746205075.88","4504074865900.55","4759357272893.5","4952897269698.26","4858797216784.11","5152595384307.39","5385666545637.68","5539140274308.21","5695788595903.45","5754985239940.43","5757627103671.45","5738075631797.1","5844500456212.13","5942504258850.32","",
Timor-Leste,"TLS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566715221.460581","659360078.008935","615178372.281064","601753536.210033","604160550.354873","622399933.148727","596821692.712445","657863144.847839","732460261.864659","805620167.454948","881825544.160551","933030603.158697","989167206.932406","1010186630.60166","1055146789.27864","1087391969.48068","1126000016.94527","1083227232.93587","1074779600.48205","",
Middle East & North Africa (IDA & IBRD countries),"TMN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","216875759544.79","232854534455.795","255160783421.102","285692097635.742","322166712940.454","352806438825.716","385313171390.372","438593580783.213","469396128182.43","500637677489.933","503226954851.523","580891902212.177","574568371156.377","538227211398.894","521371625071.856","459445458777.128","455116936110.178","526956842994.297","551564856484.546","542070807022.734","559840176025.131","543550661258.292","553573488440.596","549281924614.142","564099204102.413","637130168707.517","628270021835.972","657835837362.67","676198090002.352","685955050322.272","703280682678.506","746379236620.426","770182934060.147","822207851331.581","857002381899.594","896017711810.259","916730543541.801","948230890393.528","974047913874.615","1051949635781.43","1099280357160.45","1160356911768.04","1231151043474.46","1274403290846.6","1306442813058.58","1375005925203.53","1361005142015.27","1398857321223.16","1422116246307.5","1452163433006.05","1466075364286.33","1579339972023.97","1624922903835.81","","",
Tonga,"TON","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","206029896.198449","215798320.403061","220076312.161258","223902101.079311","238586638.561883","243641480.301097","250915732.403661","246193819.37012","247153745.836916","242101697.288198","257632375.477399","258281571.752458","267936259.200245","281205874.18538","291643880.05533","291673674.087278","291289879.91259","299209506.029536","310823935.131319","321298203.474362","332870685.715378","344251123.859024","351509939.908853","350274663.663255","355816598.622131","352926577.52326","338224447.840903","348707781.80222","356695326.551203","369485198.817979","379775900.641822","383157131.241085","371200315.78862","378893840.485493","392957799.644745","406237705.331704","417206123.37566","418457717.734149","",
South Asia (IDA & IBRD),"TSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","190200763209.761","197986031953.246","204522213723.785","215563078975.085","232126716656.014","229666169395.823","231842952417.553","246827686676.759","257517871155.709","272818426033.092","288344149797.376","290731847279.696","286264332521.997","296967799593.583","303512973152.025","325913849437.075","333686856156.438","355226138751.646","376632314721.033","364833360404.235","388584710444.417","413184425433.918","428685554967.263","457740468915.019","476696019896.929","502403602117.665","526557248436.413","548482021758.881","595695205007.678","628384078231.701","662495280145.49","674841968989.043","713362033937.073","744920053110.552","790324167594.341","845556514306.947","903849558291.874","938308933244.647","991148076580.241","1068699177434.08","1112118118410.36","1160261951002.08","1203457742113.26","1291096653338.1","1388728977405.82","1495920162432.57","1611778498952.26","1729959986346.49","1785970613574.33","1913383678910.95","2060781195902.96","2166655413930.33","2285864489988.1","2425017700288.25","2594589541524.94","2788673396108.25","3003594848767.87","3211648929051.32","3425650446509.41","",
Sub-Saharan Africa (IDA & IBRD countries),"TSS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","253931099834.729","257628090543.267","272667439666.094","289908198798.743","305435773730.882","320545660276.892","325457997654.832","323539925999.173","333317419994.596","363399369857.751","399779108260.91","429754964759.261","441261151784.649","460544592417.382","496979114965.689","496562069182.219","522720694696.869","535251468800.129","533343149106.538","555143795743.767","577581922679.249","575001434199.245","568503796657.88","554293162718.108","568776957328.396","578855989504.682","588209596015.735","604231292057.871","631377913972.843","647278383611.832","662769519760.822","665399465393.929","662926060808.834","657039830626.068","664987969196.827","687435387223.107","722556132501.653","748590253260.143","766314455628.942","782946254388.931","810398714455.535","845014362928.673","898665383978.095","936941738213.759","997929391110.084","1059597235060.52","1124587332806.7","1198899866618.78","1263128958876.96","1301522661227.64","1374076993293.72","1435166189401.76","1493236989776.96","1568018248904.72","1641121241128.86","1687466387471.16","1708288895059.14","1751465950167.3","1793396407724.97","",
Trinidad and Tobago,"TTO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3397615807.62437","3874541546.22272","3980799420.1168","4203907194.80673","4524686323.7295","4556080872.56027","4740912943.75437","4837746930.51717","5090042283.78352","5229035285.19134","5413810341.56526","5470132150.19261","5786324760.03034","5882170644.88739","6106140410.18911","6196387050.91363","6593274649.72035","7194699343.01586","7915354999.60433","8200257715.7602","9052330925.81248","9466674991.62066","9826344085.31107","8814198366.52845","8307302088.88234","7965089462.19339","7703901191.77536","7352466280.6328","7064269891.45779","7005642511.71705","7111369415.63153","7332704236.7202","8072792573.07898","8018776325.90688","8304820559.82867","8621227009.89394","9236306508.10482","9931140419.54674","10738002278.5196","11599707379.9258","12400244897.6867","12917152080.0554","13942348940.4975","15955762092.4819","17224253397.7589","18293696591.4406","20709938758.2907","21694532675.7935","22430354184.4732","21445273759.4445","22157948396.2042","22092725498.1464","22373295239.2748","22872012726.4493","22663295325.0489","23076489057.246","21623490164.4452","21123530070.597","21071732281.5353","",
Tunisia,"TUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","5059838759.25667","5234649503.98211","5243127148.24647","5788922453.54199","6063769805.78455","6346925527.45564","7017173396.67458","8262210702.80844","8208122677.09934","8870910716.78077","9505721950.53794","10254473662.1489","10604263588.0956","11287228377.8119","12028519491.407","12920884029.6213","13633350985.0496","13566038004.7506","14201188696.3812","15017592776.3029","15865872502.4452","15636295165.5722","16684141330.1663","16696180452.7036","16987812491.2673","18338312910.4373","19054340645.5219","20541670811.7927","20991498253.4582","21658694425.0384","22168035419.8687","23752181151.3204","25044523892.6925","26242594452.9831","27831487634.4837","29142311722.7889","30248607447.2544","30648664524.242","32089890945.9271","34090950398.2115","35279543593.6845","37129671719.9944","39620931745.1446","41299978412.7428","42556922174.0953","44050929160.2627","43206394578.7341","44933645382.1434","46225723068.3247","47599273438.5916","48167866634.0646","48775999720.5533","49666003353.3604","50899124214.0562","",
Turkey,"TUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","87225893758.031","88234285611.9065","93150195819.4396","101595477195.097","107141631999.764","110166807632.599","122519608002.794","128317861002.358","137015240501.704","142607031989.398","147218243164.808","155413433010.925","166954105575.931","172400706992.029","182045620414.76","195105778370.108","215516144170.168","222858067577.418","226207475043.213","224795683494.61","219294145377.421","229944491783.945","238137937867.774","249975967120.509","266754393310.012","278068342668.534","297566581365.025","325792375022.607","333353158541.635","334320696312.391","365299342385.855","367930516966.282","386458154629.762","416027092939.163","396606335166.812","427852040699.13","459426085746.847","494239849217.888","505647959980.986","488510008961.543","520947372136.789","489886870941.289","521387961745.149","550628728674.994","603733139513.833","658128609751.537","704919602071.452","740380283698.395","746638358808.728","711513011743.931","771901768870.083","857687037778.006","898769734684.879","975087052739.958","1025466784990.27","1087875530811.52","1122511655154.63","1206373006691.59","1240474470766.87","",
Tuvalu,"TUV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21442763.8049635","22216668.5280198","22836261.7726031","23774989.9333143","26219887.9348359","24907730.0785342","23422890.3296555","25765934.5907564","29759968.7905206","29294584.9665542","29010251.7793677","29484310.5211054","31809494.6573831","30749113.5321614","30333329.8262757","29186811.8704778","29811099.7764432","31704273.00771","34235307.8398079","32717707.5191105","31824701.2779469","34216631.2521355","32904167.2222654","34410132.9473636","34873985.903488","38062477.4447946","39217568.2605076","40823142.4531917","41843721.0145215","",
